"CustomerID","Recency","Frequency","Monetary","R_score","F_score","M_score","RFM_Score","Segment"
13817,34,2,382.98,4,2,2,"422","New Customers"
13819,306,3,1140.35,1,3,4,"134","Others"
13821,149,2,385.64,2,2,2,"222","Lost"
13822,10,2,632,5,2,3,"523","New Customers"
13823,23,2,957.66,4,2,4,"424","New Customers"
13824,37,5,1698.94,3,4,4,"344","Loyal Customers"
13826,163,2,174.65,2,2,1,"221","Lost"
13827,62,3,412.05,3,3,2,"332","Loyal Customers"
13828,27,1,209.49,4,1,1,"411","New Customers"
13829,364,1,-102,1,1,1,"111","Lost"
13831,21,6,2202.99,4,4,5,"445","Champions"
13832,22,2,40.95,4,2,1,"421","New Customers"
13833,164,1,384.8,2,1,2,"212","Lost"
13835,30,4,834.57,4,4,3,"443","Loyal Customers"
13837,216,2,271.24,1,2,2,"122","Lost"
13838,10,4,691.73,5,4,3,"543","Loyal Customers"
13841,257,1,85,1,1,1,"111","Lost"
13842,63,9,3385.62,3,5,5,"355","Loyal Customers"
13844,16,1,361.62,4,1,2,"412","New Customers"
13845,69,1,312.98,3,1,2,"312","Others"
13846,29,4,847.61,4,4,3,"443","Loyal Customers"
13848,97,3,1255,2,3,4,"234","Others"
13849,56,2,1537.95,3,2,4,"324","Others"
13850,93,2,1586.81,2,2,4,"224","Lost"
13851,100,3,2651.46,2,3,5,"235","Others"
13853,13,2,1056.94,5,2,4,"524","New Customers"
13854,13,29,8025.02,5,5,5,"555","Champions"
13856,173,5,363.4,2,4,2,"242","At Risk"
13858,62,1,216.17,3,1,1,"311","Others"
13859,331,1,201.16,1,1,1,"111","Lost"
13860,6,6,1240,5,4,4,"544","Champions"
13862,23,10,2187.31,4,5,5,"455","Champions"
13863,250,2,299.56,1,2,2,"122","Lost"
13865,63,4,501.56,3,4,3,"343","Loyal Customers"
13866,79,1,145.67,2,1,1,"211","Lost"
13867,36,3,1015.29,3,3,4,"334","Loyal Customers"
13868,12,2,3192.54,5,2,5,"525","New Customers"
13869,128,4,3104.95,2,4,5,"245","At Risk"
13870,7,10,2751.25,5,5,5,"555","Champions"
13871,27,14,6389.8,4,5,5,"455","Champions"
13873,124,4,381.7,2,4,2,"242","At Risk"
13874,363,1,540.45,1,1,3,"113","Lost"
13875,58,5,1786.79,3,4,4,"344","Loyal Customers"
13876,68,1,122.7,3,1,1,"311","Others"
13877,91,1,117.24,2,1,1,"211","Lost"
13878,59,1,1281.53,3,1,4,"314","Others"
13880,26,13,3219.77,4,5,5,"455","Champions"
13881,8,22,16989.52,5,5,5,"555","Champions"
13882,7,6,1131.28,5,4,4,"544","Champions"
13883,6,9,2538.75,5,5,5,"555","Champions"
13884,12,6,781.3,5,4,3,"543","Loyal Customers"
13885,194,2,506.8,1,2,3,"123","Lost"
13886,76,1,243.56,2,1,2,"212","Lost"
13887,209,1,349.55,1,1,2,"112","Lost"
13888,124,2,605.63,2,2,3,"223","Lost"
13889,97,1,416.9,2,1,2,"212","Lost"
13890,6,14,1860.86,5,5,4,"554","Champions"
13892,31,4,632.97,4,4,3,"443","Loyal Customers"
13893,302,1,821.1,1,1,3,"113","Lost"
13894,27,5,535.97,4,4,3,"443","Loyal Customers"
13895,26,5,2588.12,4,4,5,"445","Champions"
13897,55,1,311.16,3,1,2,"312","Others"
13898,330,1,155.93,1,1,1,"111","Lost"
13899,21,2,388.52,4,2,2,"422","New Customers"
13900,188,3,740.95,1,3,3,"133","Others"
13901,77,5,2867.2,2,4,5,"245","At Risk"
13904,42,2,332.64,3,2,2,"322","Others"
13908,84,5,2347.05,2,4,5,"245","At Risk"
13911,62,9,2580.91,3,5,5,"355","Loyal Customers"
13914,8,3,613.95,5,3,3,"533","Loyal Customers"
13917,54,2,272.04,3,2,2,"322","Others"
13918,54,2,1212.84,3,2,4,"324","Others"
13919,58,3,350.16,3,3,2,"332","Loyal Customers"
13922,356,1,172.25,1,1,1,"111","Lost"
13923,58,1,351.13,3,1,2,"312","Others"
13924,6,11,1682.08,5,5,4,"554","Champions"
13925,41,6,616.65,3,4,3,"343","Loyal Customers"
13926,28,1,223.85,4,1,1,"411","New Customers"
13927,79,1,348.99,2,1,2,"212","Lost"
13928,15,4,464.57,5,4,2,"542","Loyal Customers"
13929,174,3,802.85,2,3,3,"233","Others"
13930,62,2,337.34,3,2,2,"322","Others"
13931,90,3,1230.93,2,3,4,"234","Others"
13932,299,1,307.4,1,1,2,"112","Lost"
13933,114,2,608.79,2,2,3,"223","Lost"
13934,268,1,922.1,1,1,4,"114","Lost"
13936,176,2,361.28,2,2,2,"222","Lost"
13937,174,1,158.85,2,1,1,"211","Lost"
13938,40,1,71.66,3,1,1,"311","Others"
13939,28,4,556.75,4,4,3,"443","Loyal Customers"
13940,22,4,839.14,4,4,3,"443","Loyal Customers"
13941,26,7,4912.41,4,5,5,"455","Champions"
13946,84,3,561.57,2,3,3,"233","Others"
13947,70,1,90.6,3,1,1,"311","Others"
13948,365,1,102,1,1,1,"111","Lost"
13949,7,6,2427.32,5,4,5,"545","Champions"
13950,16,5,728.56,4,4,3,"443","Loyal Customers"
13951,181,3,674.45,2,3,3,"233","Others"
13952,216,3,3246.091,1,3,5,"135","Others"
13953,12,7,3515.68,5,5,5,"555","Champions"
13954,6,3,378.59,5,3,2,"532","Loyal Customers"
13955,159,2,322.96,2,2,2,"222","Lost"
13956,10,5,1026.42,5,4,4,"544","Champions"
13958,377,1,-102.45,1,1,1,"111","Lost"
13959,84,3,598.2,2,3,3,"233","Others"
13960,26,2,230.22,4,2,1,"421","New Customers"
13962,26,2,169.55,4,2,1,"421","New Customers"
13963,313,4,664.54,1,4,3,"143","At Risk"
13967,150,1,80.7,2,1,1,"211","Lost"
13969,12,20,8986.69,5,5,5,"555","Champions"
13971,13,11,2702.22,5,5,5,"555","Champions"
13972,75,2,190.25,3,2,1,"321","Others"
13973,292,1,264.7,1,1,2,"112","Lost"
13974,54,1,413.59,3,1,2,"312","Others"
13975,36,7,2503.23,3,5,5,"355","Loyal Customers"
13976,211,1,357.98,1,1,2,"112","Lost"
13978,19,2,196.79,4,2,1,"421","New Customers"
13979,78,1,869.87,2,1,3,"213","Lost"
13980,65,1,200.14,3,1,1,"311","Others"
13982,44,5,1861.11,3,4,4,"344","Loyal Customers"
13983,34,13,2590.46,4,5,5,"455","Champions"
13984,31,6,488.03,4,4,3,"443","Loyal Customers"
13985,9,16,7024.53,5,5,5,"555","Champions"
13986,22,1,320.46,4,1,2,"412","New Customers"
13988,24,9,4098.8,4,5,5,"455","Champions"
13989,70,2,1266.08,3,2,4,"324","Others"
13990,218,1,311.3,1,1,2,"112","Lost"
13991,17,7,850.63,4,5,3,"453","Loyal Customers"
13992,35,1,76.8,4,1,1,"411","New Customers"
13993,37,12,3409.66,3,5,5,"355","Loyal Customers"
13994,8,6,2313.14,5,4,5,"545","Champions"
13995,20,6,1383.49,4,4,4,"444","Champions"
13999,15,15,3865.26,5,5,5,"555","Champions"
14000,211,2,633.71,1,2,3,"123","Lost"
14001,50,4,2030.33,3,4,5,"345","Loyal Customers"
14002,139,2,529.73,2,2,3,"223","Lost"
14004,48,7,4582.64,3,5,5,"355","Loyal Customers"
14005,14,5,2874.72,5,4,5,"545","Champions"
14006,120,3,962.19,2,3,4,"234","Others"
14009,203,3,685.93,1,3,3,"133","Others"
14012,282,1,328.8,1,1,2,"112","Lost"
14013,115,3,473.02,2,3,3,"233","Others"
14014,82,1,505.18,2,1,3,"213","Lost"
14015,57,1,917.34,3,1,4,"314","Others"
14016,159,5,4328.46,2,4,5,"245","At Risk"
14019,51,4,1398.96,3,4,4,"344","Loyal Customers"
14020,21,2,642.8,4,2,3,"423","New Customers"
14021,160,3,631.9,2,3,3,"233","Others"
14022,230,1,440,1,1,2,"112","Lost"
14023,12,2,584.07,5,2,3,"523","New Customers"
14024,126,2,327.7,2,2,2,"222","Lost"
14027,65,1,104.82,3,1,1,"311","Others"
14029,68,2,467.66,3,2,3,"323","Others"
14030,23,8,2360.09,4,5,5,"455","Champions"
14031,12,23,14634.64,5,5,5,"555","Champions"
14032,7,18,2929.84,5,5,5,"555","Champions"
14034,27,4,512.02,4,4,3,"443","Loyal Customers"
14035,33,5,1428.02,4,4,4,"444","Champions"
14036,289,1,626.65,1,1,3,"113","Lost"
14037,181,2,147.2,2,2,1,"221","Lost"
14038,83,4,1554.48,2,4,4,"244","At Risk"
14039,38,1,152.2,3,1,1,"311","Others"
14040,45,15,3542.19,3,5,5,"355","Loyal Customers"
14041,271,1,141.41,1,1,1,"111","Lost"
14044,31,4,652.82,4,4,3,"443","Loyal Customers"
14045,114,4,1659.75,2,4,4,"244","At Risk"
14046,289,1,154.99,1,1,1,"111","Lost"
14047,13,7,1290.01,5,5,4,"554","Champions"
14048,282,2,375.13,1,2,2,"122","Lost"
14049,21,6,5639.15,4,4,5,"445","Champions"
14050,36,2,746.36,3,2,3,"323","Others"
14051,5,26,15477.34,5,5,5,"555","Champions"
14052,24,1,225.36,4,1,1,"411","New Customers"
14053,129,2,260.25,2,2,2,"222","Lost"
14054,70,1,92.46,3,1,1,"311","Others"
14055,111,1,725.64,2,1,3,"213","Lost"
14056,6,29,8124.4,5,5,5,"555","Champions"
14057,28,18,6147.4,4,5,5,"455","Champions"
14059,271,1,183.6,1,1,1,"111","Lost"
14060,9,20,6135.38,5,5,5,"555","Champions"
14062,14,12,10464.85,5,5,5,"555","Champions"
14064,34,7,1188.32,4,5,4,"454","Champions"
14066,271,1,152.55,1,1,1,"111","Lost"
14067,68,2,374.7,3,2,2,"322","Others"
14068,325,1,265.85,1,1,2,"112","Lost"
14071,8,9,1307.41,5,5,4,"554","Champions"
14073,26,2,139.54,4,2,1,"421","New Customers"
14075,9,3,942.26,5,3,4,"534","Loyal Customers"
14076,134,1,122.47,2,1,1,"211","Lost"
14077,45,5,499.42,3,4,3,"343","Loyal Customers"
14078,106,6,1049.37,2,4,4,"244","At Risk"
14079,129,1,375.1,2,1,2,"212","Lost"
14080,37,1,45.6,3,1,1,"311","Others"
14081,272,4,904.67,1,4,3,"143","At Risk"
14082,369,1,182.25,1,1,1,"111","Lost"
14083,9,9,1018.43,5,5,4,"554","Champions"
14085,7,19,4435.79,5,5,5,"555","Champions"
14087,7,2,181.67,5,2,1,"521","New Customers"
14088,15,14,50415.49,5,5,5,"555","Champions"
14089,61,1,161,3,1,1,"311","Others"
14090,329,1,76.32,1,1,1,"111","Lost"
14092,12,17,4063.1,5,5,5,"555","Champions"
14093,17,1,442.85,4,1,2,"412","New Customers"
14096,9,34,57120.91,5,5,5,"555","Champions"
14098,41,1,147.35,3,1,1,"311","Others"
14099,21,12,3092.97,4,5,5,"455","Champions"
14100,142,1,194.9,2,1,1,"211","Lost"
14101,78,6,5976.79,2,4,5,"245","At Risk"
14102,10,8,1314.73,5,5,4,"554","Champions"
14104,159,2,216.21,2,2,1,"221","Lost"
14105,90,2,1260.33,2,2,4,"224","Lost"
14107,56,8,2688.48,3,5,5,"355","Loyal Customers"
14108,35,3,594.16,4,3,3,"433","Loyal Customers"
14109,28,2,80.2,4,2,1,"421","New Customers"
14110,8,13,5669.65,5,5,5,"555","Champions"
14111,19,5,688.6,4,4,3,"443","Loyal Customers"
14112,27,12,2774.17,4,5,5,"455","Champions"
14113,8,8,1377.92,5,5,4,"554","Champions"
14114,278,2,386.53,1,2,2,"122","Lost"
14116,24,5,1382.74,4,4,4,"444","Champions"
14117,148,1,90,2,1,1,"211","Lost"
14119,359,1,-19.9,1,1,1,"111","Lost"
14121,8,6,2740.3,5,4,5,"545","Champions"
14124,89,1,419.58,2,1,2,"212","Lost"
14125,15,3,2740.43,5,3,5,"535","Loyal Customers"
14126,12,4,643.63,5,4,3,"543","Loyal Customers"
14127,127,3,709.71,2,3,3,"233","Others"
14128,65,2,637.5,3,2,3,"323","Others"
14129,6,5,1123.86,5,4,4,"544","Champions"
14130,324,1,483.86,1,1,3,"113","Lost"
14132,7,12,3580.13,5,5,5,"555","Champions"
14133,134,5,590.34,2,4,3,"243","At Risk"
14135,6,15,4690.31,5,5,5,"555","Champions"
14138,6,2,982.38,5,2,4,"524","New Customers"
14139,51,1,415.82,3,1,2,"312","Others"
14140,8,3,920.05,5,3,4,"534","Loyal Customers"
14141,7,6,879.03,5,4,3,"543","Loyal Customers"
14142,378,1,311.81,1,1,2,"112","Lost"
14143,138,1,115.8,2,1,1,"211","Lost"
14145,51,5,3148.2,3,4,5,"345","Loyal Customers"
14146,13,6,2949.57,5,4,5,"545","Champions"
14147,54,3,468.4,3,3,3,"333","Loyal Customers"
14148,238,1,157.2,1,1,1,"111","Lost"
14149,217,3,259.43,1,3,2,"132","Others"
14150,40,2,658.64,3,2,3,"323","Others"
14152,80,3,611.09,2,3,3,"233","Others"
14154,244,2,1345.62,1,2,4,"124","Lost"
14155,271,1,118.75,1,1,1,"111","Lost"
14156,14,66,113384.14,5,5,5,"555","Champions"
14157,24,3,400.43,4,3,2,"432","Loyal Customers"
14158,45,1,507.66,3,1,3,"313","Others"
14159,24,14,4678.3,4,5,5,"455","Champions"
14161,220,3,1110.52,1,3,4,"134","Others"
14162,178,2,289.36,2,2,2,"222","Lost"
14163,92,4,2445.91,2,4,5,"245","At Risk"
14164,75,2,1631.77,3,2,4,"324","Others"
14165,280,1,122.54,1,1,1,"111","Lost"
14167,44,4,574.84,3,4,3,"343","Loyal Customers"
14171,103,1,363.79,2,1,2,"212","Lost"
14173,15,4,450.84,5,4,2,"542","Loyal Customers"
14174,38,1,134.46,3,1,1,"311","Others"
14175,56,7,3108.06,3,5,5,"355","Loyal Customers"
14176,302,5,574,1,4,3,"143","At Risk"
14177,89,5,554.46,2,4,3,"243","At Risk"
14178,13,7,1620.93,5,5,4,"554","Champions"
14179,45,2,719.78,3,2,3,"323","Others"
14180,15,31,4640.77,5,5,5,"555","Champions"
14184,71,1,452.89,3,1,2,"312","Others"
14185,336,1,197.65,1,1,1,"111","Lost"
14188,13,10,2018.91,5,5,5,"555","Champions"
14189,7,24,4604.31,5,5,5,"555","Champions"
14191,6,14,4660.01,5,5,5,"555","Champions"
14193,72,2,853.39,3,2,3,"323","Others"
14194,9,32,11216.75,5,5,5,"555","Champions"
14195,206,3,962.7,1,3,4,"134","Others"
14196,111,1,335.52,2,1,2,"212","Lost"
14198,9,7,663.5,5,5,3,"553","Loyal Customers"
14199,223,1,185.4,1,1,1,"111","Lost"
14201,65,9,688.04,3,5,3,"353","Loyal Customers"
14204,7,1,161.03,5,1,1,"511","New Customers"
14205,15,4,218.78,5,4,1,"541","Loyal Customers"
14206,244,2,308.26,1,2,2,"122","Lost"
14208,99,1,151.74,2,1,1,"211","Lost"
14209,15,7,2067.13,5,5,5,"555","Champions"
14210,96,7,1900.89,2,5,4,"254","At Risk"
14211,58,13,2208.3,3,5,5,"355","Loyal Customers"
14212,94,1,1070.48,2,1,4,"214","Lost"
14213,376,1,-1192.2,1,1,1,"111","Lost"
14214,35,7,1000.23,4,5,4,"454","Champions"
14215,16,7,1777.92,4,5,4,"454","Champions"
14216,8,4,1839.3,5,4,4,"544","Champions"
14217,6,24,1925.36,5,5,4,"554","Champions"
14218,47,1,169.48,3,1,1,"311","Others"
14219,9,1,89.94,5,1,1,"511","New Customers"
14220,252,2,632.4,1,2,3,"123","Lost"
14221,47,10,3427.85,3,5,5,"355","Loyal Customers"
14222,182,1,683.17,2,1,3,"213","Lost"
14223,97,4,975.23,2,4,4,"244","At Risk"
14224,115,4,1050.12,2,4,4,"244","At Risk"
14226,33,7,2201.64,4,5,5,"455","Champions"
14227,31,15,3315.71,4,5,5,"455","Champions"
14229,56,5,1450.6,3,4,4,"344","Loyal Customers"
14231,184,5,822.06,1,4,3,"143","At Risk"
14232,36,8,2043.93,3,5,5,"355","Loyal Customers"
14233,48,5,1447.51,3,4,4,"344","Loyal Customers"
14234,27,4,775.46,4,4,3,"443","Loyal Customers"
14235,15,6,3093.86,5,4,5,"545","Champions"
14236,85,2,490.86,2,2,3,"223","Lost"
14237,378,1,161,1,1,1,"111","Lost"
14238,331,1,146.85,1,1,1,"111","Lost"
14239,48,13,2323.5,3,5,5,"355","Loyal Customers"
14240,35,2,890.34,4,2,3,"423","New Customers"
14241,188,1,213.7,1,1,1,"111","Lost"
14242,239,2,280.55,1,2,2,"122","Lost"
14243,13,14,2535.88,5,5,5,"555","Champions"
14245,181,5,1677.48,2,4,4,"244","At Risk"
14246,115,3,1474.06,2,3,4,"234","Others"
14247,283,1,136.77,1,1,1,"111","Lost"
14248,323,1,302.58,1,1,2,"112","Lost"
14250,12,3,1904.05,5,3,4,"534","Loyal Customers"
14251,6,5,2879.7,5,4,5,"545","Champions"
14256,259,3,935.06,1,3,4,"134","Others"
14257,56,6,3087.27,3,4,5,"345","Loyal Customers"
14258,14,10,12650.08,5,5,5,"555","Champions"
14259,146,1,120,2,1,1,"211","Lost"
14261,55,2,1163.45,3,2,4,"324","Others"
14262,13,8,2618.23,5,5,5,"555","Champions"
14264,159,3,319.47,2,3,2,"232","Others"
14265,114,2,530.18,2,2,3,"223","Lost"
14267,155,7,1279.09,2,5,4,"254","At Risk"
14270,336,1,492.65,1,1,3,"113","Lost"
14271,230,1,112.32,1,1,1,"111","Lost"
14272,78,2,437.96,2,2,2,"222","Lost"
14273,56,4,559.97,3,4,3,"343","Loyal Customers"
14276,93,5,1019.39,2,4,4,"244","At Risk"
14277,20,4,3957,4,4,5,"445","Champions"
14280,201,1,134.04,1,1,1,"111","Lost"
14282,8,15,3729.34,5,5,5,"555","Champions"
14284,35,3,578.45,4,3,3,"433","Loyal Customers"
14285,26,4,1910.01,4,4,4,"444","Champions"
14286,28,5,4595.81,4,4,5,"445","Champions"
14287,13,4,151.23,5,4,1,"541","Loyal Customers"
14288,217,2,413.85,1,2,2,"122","Lost"
14289,13,6,911.26,5,4,4,"544","Champions"
14290,16,6,2307.45,4,4,5,"445","Champions"
14291,6,12,3873.3,5,5,5,"555","Champions"
14292,12,14,4819.33,5,5,5,"555","Champions"
14293,8,4,1046.56,5,4,4,"544","Champions"
14295,45,2,154.7,3,2,1,"321","Others"
14297,22,6,1284.06,4,4,4,"444","Champions"
14298,8,45,50862.44,5,5,5,"555","Champions"
14299,13,18,2855.35,5,5,5,"555","Champions"
14300,23,1,43.2,4,1,1,"411","New Customers"
14301,112,2,632.04,2,2,3,"223","Lost"
14304,227,2,197.1,1,2,1,"121","Lost"
14305,76,5,1803.76,2,4,4,"244","At Risk"
14306,56,3,2083.42,3,3,5,"335","Loyal Customers"
14307,93,6,2995.72,2,4,5,"245","At Risk"
14309,13,10,2319.68,5,5,5,"555","Champions"
14311,230,2,229.71,1,2,1,"121","Lost"
14312,51,6,1611.59,3,4,4,"344","Loyal Customers"
14314,111,1,120,2,1,1,"211","Lost"
14315,26,7,2456.98,4,5,5,"455","Champions"
14317,69,1,508.58,3,1,3,"313","Others"
14320,211,3,343.11,1,3,2,"132","Others"
14321,15,5,1530.75,5,4,4,"544","Champions"
14323,119,4,574.26,2,4,3,"243","At Risk"
14326,239,2,166.85,1,2,1,"121","Lost"
14327,168,1,311.65,2,1,2,"212","Lost"
14329,13,14,4928.74,5,5,5,"555","Champions"
14331,129,2,462.66,2,2,2,"222","Lost"
14332,27,3,866.31,4,3,3,"433","Loyal Customers"
14333,69,2,351.45,3,2,2,"322","Others"
14334,21,9,2539.46,4,5,5,"455","Champions"
14335,21,2,468.26,4,2,3,"423","New Customers"
14336,21,4,1614.91,4,4,4,"444","Champions"
14338,163,4,554.22,2,4,3,"243","At Risk"
14339,239,4,289.91,1,4,2,"142","At Risk"
14340,223,1,134.7,1,1,1,"111","Lost"
14341,50,9,2166.38,3,5,5,"355","Loyal Customers"
14342,26,6,607.71,4,4,3,"443","Loyal Customers"
14344,132,8,889.93,2,5,3,"253","At Risk"
14345,43,1,108.98,3,1,1,"311","Others"
14346,125,2,1021.58,2,2,4,"224","Lost"
14348,265,1,409.57,1,1,2,"112","Lost"
14349,15,1,133.5,5,1,1,"511","New Customers"
14350,275,2,258.7,1,2,2,"122","Lost"
14351,169,1,51,2,1,1,"211","Lost"
14352,162,4,1078.96,2,4,4,"244","At Risk"
14353,220,1,90.6,1,1,1,"111","Lost"
14354,10,2,163.62,5,2,1,"521","New Customers"
14355,370,1,174.4,1,1,1,"111","Lost"
14356,65,4,666.94,3,4,3,"343","Loyal Customers"
14357,48,1,225.77,3,1,1,"311","Others"
14359,24,6,882.58,4,4,3,"443","Loyal Customers"
14360,36,4,2128.23,4,4,5,"445","Champions"
14362,27,1,161.2,4,1,1,"411","New Customers"
14364,113,8,3717.35,2,5,5,"255","At Risk"
14367,13,19,9167.82,5,5,5,"555","Champions"
14368,324,1,155,1,1,1,"111","Lost"
14371,300,1,100.5,1,1,1,"111","Lost"
14373,363,1,76.55,1,1,1,"111","Lost"
14375,190,1,257.68,1,1,2,"112","Lost"
14377,196,2,617.05,1,2,3,"123","Lost"
14379,49,2,348.1,3,2,2,"322","Others"
14381,57,1,202.68,3,1,1,"311","Others"
14382,31,1,626.07,4,1,3,"413","New Customers"
14383,43,3,1247.69,3,3,4,"334","Loyal Customers"
14385,14,3,202.11,5,3,1,"531","Loyal Customers"
14386,301,1,142.4,1,1,1,"111","Lost"
14387,37,3,1770.56,3,3,4,"334","Loyal Customers"
14388,13,10,3172.04,5,5,5,"555","Champions"
14389,13,5,999.72,5,4,4,"544","Champions"
14390,15,13,4592.47,5,5,5,"555","Champions"
14393,223,1,67.95,1,1,1,"111","Lost"
14395,7,12,3471.91,5,5,5,"555","Champions"
14396,70,2,487.99,3,2,3,"323","Others"
14397,5,23,2556.68,5,5,5,"555","Champions"
14400,146,2,559.7,2,2,3,"223","Lost"
14401,9,14,4039.98,5,5,5,"555","Champions"
14403,135,5,1426.31,2,4,4,"244","At Risk"
14404,38,7,1434.72,3,5,4,"354","Loyal Customers"
14406,124,1,156.75,2,1,1,"211","Lost"
14407,112,9,2111.08,2,5,5,"255","At Risk"
14408,15,7,2606.53,5,5,5,"555","Champions"
14409,76,7,1908.25,2,5,4,"254","At Risk"
14410,20,15,576.3,4,5,3,"453","Loyal Customers"
14411,315,1,1063,1,1,4,"114","Lost"
14412,40,3,761.33,3,3,3,"333","Loyal Customers"
14413,367,1,122.7,1,1,1,"111","Lost"
14414,96,8,1485.13,2,5,4,"254","At Risk"
14415,6,18,5811.56,5,5,5,"555","Champions"
14416,27,2,490.22,4,2,3,"423","New Customers"
14418,8,3,1937.25,5,3,4,"534","Loyal Customers"
14419,15,6,1058.06,5,4,4,"544","Champions"
14420,90,2,385.87,2,2,2,"222","Lost"
14421,62,2,813.11,3,2,3,"323","Others"
14422,5,6,4263.64,5,4,5,"545","Champions"
14423,223,1,265.2,1,1,2,"112","Lost"
14424,22,1,322.08,4,1,2,"412","New Customers"
14426,23,16,3918.9,4,5,5,"455","Champions"
14427,55,2,363.34,3,2,2,"322","Others"
14428,12,7,1230.14,5,5,4,"554","Champions"
14431,303,2,397.76,1,2,2,"122","Lost"
14432,14,6,2255.51,5,4,5,"545","Champions"
14434,26,6,1372.8,4,4,4,"444","Champions"
14436,103,1,89.06,2,1,1,"211","Lost"
14437,148,2,-43.4,2,2,1,"221","Lost"
14438,311,1,131.9,1,1,1,"111","Lost"
14439,324,1,2661.24,1,1,5,"115","Lost"
14440,13,5,2357.68,5,4,5,"545","Champions"
14441,5,10,1545.14,5,5,4,"554","Champions"
14442,6,5,1544.62,5,4,4,"544","Champions"
14443,58,7,1400.88,3,5,4,"354","Loyal Customers"
14446,5,4,1039.58,5,4,4,"544","Champions"
14447,23,5,1163.23,4,4,4,"444","Champions"
14448,14,2,375.35,5,2,2,"522","New Customers"
14449,23,4,907.1,4,4,3,"443","Loyal Customers"
14450,185,3,483.25,1,3,3,"133","Others"
14451,65,2,662.59,3,2,3,"323","Others"
14452,15,2,264.44,5,2,2,"522","New Customers"
14453,195,1,119.93,1,1,1,"111","Lost"
14456,10,14,3047.63,5,5,5,"555","Champions"
14457,315,1,113.64,1,1,1,"111","Lost"
14459,160,1,1837.92,2,1,4,"214","Lost"
14460,115,4,383.34,2,4,2,"242","At Risk"
14461,153,3,2103.06,2,3,5,"235","Others"
14462,68,15,1965.9,3,5,4,"354","Loyal Customers"
14463,103,3,529.62,2,3,3,"233","Others"
14465,251,3,1058.62,1,3,4,"134","Others"
14466,34,7,2272.4,4,5,5,"455","Champions"
14467,22,4,598.76,4,4,3,"443","Loyal Customers"
14470,16,2,461.19,4,2,2,"422","New Customers"
14472,108,8,1936.84,2,5,4,"254","At Risk"
14473,79,2,234.34,2,2,1,"221","Lost"
14474,48,2,537.71,3,2,3,"323","Others"
14475,76,6,799.82,2,4,3,"243","At Risk"
14476,262,1,215.7,1,1,1,"111","Lost"
14477,24,5,1307.81,4,4,4,"444","Champions"
14479,258,2,316.25,1,2,2,"122","Lost"
14480,16,1,279.05,4,1,2,"412","New Customers"
14481,169,2,636.51,2,2,3,"223","Lost"
14482,23,6,2068.15,4,4,5,"445","Champions"
14483,154,2,129.2,2,2,1,"221","Lost"
14484,55,1,321.92,3,1,2,"312","Others"
14485,43,1,165.75,3,1,1,"311","Others"
14487,31,7,1183.58,4,5,4,"454","Champions"
14488,56,2,1047.43,3,2,4,"324","Others"
14489,212,1,463.38,1,1,2,"112","Lost"
14491,180,2,340.93,2,2,2,"222","Lost"
14493,12,7,2362.84,5,5,5,"555","Champions"
14494,30,1,139.56,4,1,1,"411","New Customers"
14495,55,2,123.8,3,2,1,"321","Others"
14496,316,2,538.81,1,2,3,"123","Lost"
14497,306,2,457.47,1,2,2,"122","Lost"
14498,47,5,1957.32,3,4,4,"344","Loyal Customers"
14499,31,3,815.32,4,3,3,"433","Loyal Customers"
14500,93,3,356.85,2,3,2,"232","Others"
14501,69,3,190.31,3,3,1,"331","Loyal Customers"
14502,24,14,2351.02,4,5,5,"455","Champions"
14503,8,6,3543.26,5,4,5,"545","Champions"
14504,52,4,673.26,3,4,3,"343","Loyal Customers"
14505,22,11,5818.7,4,5,5,"455","Champions"
14506,22,5,2012.17,4,4,5,"445","Champions"
14507,28,7,1368.18,4,5,4,"454","Champions"
14508,27,2,276.42,4,2,2,"422","New Customers"
14511,16,6,1267.41,4,4,4,"444","Champions"
14512,192,2,275.28,1,2,2,"122","Lost"
14513,105,4,438.49,2,4,2,"242","At Risk"
14514,66,3,1055.35,3,3,4,"334","Loyal Customers"
14515,22,6,2102.09,4,4,5,"445","Champions"
14517,38,2,330.45,3,2,2,"322","Others"
14518,69,1,174.37,3,1,1,"311","Others"
14520,6,2,270.6,5,2,2,"522","New Customers"
14522,29,4,974.54,4,4,4,"444","Champions"
14523,113,1,241.09,2,1,2,"212","Lost"
14524,36,9,1867.68,4,5,4,"454","Champions"
14525,13,13,4221.37,5,5,5,"555","Champions"
14527,7,86,7711.38,5,5,5,"555","Champions"
14528,42,1,364.22,3,1,2,"312","Others"
14529,65,3,620.04,3,3,3,"333","Loyal Customers"
14530,30,6,2925.91,4,4,5,"445","Champions"
14532,241,4,932.85,1,4,4,"144","At Risk"
14533,29,9,1812.62,4,5,4,"454","Champions"
14534,7,25,4075.35,5,5,5,"555","Champions"
14535,64,4,2841.09,3,4,5,"345","Loyal Customers"
14536,264,1,171.8,1,1,1,"111","Lost"
14537,62,1,355.56,3,1,2,"312","Others"
14538,69,2,388.25,3,2,2,"322","Others"
14539,20,2,537.48,4,2,3,"423","New Customers"
14540,14,3,996.26,5,3,4,"534","Loyal Customers"
14541,63,8,1461.65,3,5,4,"354","Loyal Customers"
14542,190,1,103.25,1,1,1,"111","Lost"
14543,8,21,2916.17,5,5,5,"555","Champions"
14544,29,2,2024.45,4,2,5,"425","New Customers"
14546,9,9,2487.02,5,5,5,"555","Champions"
